总里程,业务类型,需求类型1,需求类型2,线路编码,是否续签,始发网点,目的网点,交易成功时长,成交对象,车辆长度,车辆吨位,标的展示策略,打包类型,运输等级,调价类型,调价紧急程度,始发地省份名称,目的地省份名称,车辆类型分类,交易对象,地区类型,地区,需求紧急程度,计划靠车前可用分钟数,计划发车前可用分钟数,计划到达前行驶分钟数,计划卸货分钟数,交易运行分钟数,实际靠车前可用分钟数,实际发车前可用分钟数,实际结束前分钟数,调价审核分钟数,线路指导价（不含税）
36.0,速运,普通,计划,41,已分拨续签,6,9,471,C,4.2,1.5,DIR,周期流向,三级运输,未调整,常规,广东省,广东省,厢式运输车,C,业务区,2,常规订单,46386.0,46416.0,50.0,12.0,2409.583333,46349.466667,46417.383333,2.0,0.033333,165
54.9,重货,普通,计划,15,非续签,4,3,1597,B,7.6,7.0,BDC,周期流向,三级运输,调高,常规,北京市,北京市,厢式运输车,BC,业务区,1,常规订单,41097.0,41132.0,65.0,11.0,1049.0,40755.55,40862.466667,40833.85,17.366667,403
241.0,重货,区域发运,计划,81,已分拨续签,15,16,69,B,9.6,14.0,DIR,周期流向,二级运输,调高,常规,河南省,河南省,厢式运输车,B,分拨区,5,常规订单,48223.0,48463.0,225.0,46.0,2811.316667,48122.116667,48247.75,43.166667,0.1,1084
2544.0,速运,普通,计划,58,已分拨续签,12,20,8441,B,15.0,30.0,DIR,周期流向,一级运输,未调整,常规,陕西省,新疆维吾尔自治区,厢式运输车,B,分拨区,4,常规订单,16552.0,16612.0,2690.0,66.0,8858.0,16283.333333,16868.416667,14.466667,0.4,15000
45.0,速运,普通,计划,85,已分拨续签,18,17,932,B,5.2,3.0,DIR,人工,二级运输,调低,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,15208.0,15238.0,55.0,17.0,1948.383333,15100.816667,15102.533333,0.966667,0.05,280
144.0,重货,普通,计划,91,已分拨续签,19,10,1367,B,9.6,14.0,DIR,周期流向,二级运输,调高,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,29268.0,29328.0,146.0,85.0,1513.583333,28669.533333,28741.7,498.183333,0.016667,835
54.9,重货,普通,计划,17,非续签,4,3,16889,B,7.6,7.0,BDC,人工,三级运输,调高,常规,北京市,北京市,厢式运输车,BC,业务区,1,常规订单,23128.0,23368.0,85.0,28.0,1287.0,23011.516667,23278.6,889.433333,0.166667,440
45.0,速运,普通,计划,86,已分拨续签,18,17,3,B,5.2,3.0,DIR,人工,二级运输,调低,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,17912.0,17942.0,60.0,17.0,2878.3,17794.683333,17848.883333,1.483333,0.016667,284
45.0,速运,普通,计划,89,已分拨续签,18,17,1505,B,5.2,3.0,DIR,周期流向,二级运输,调低,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,59182.0,59212.0,60.0,17.0,1375.583333,59018.733333,59191.2,3.016667,0.033333,284
54.91,重货,普通,计划,7,非续签,4,2,4706,B,7.6,7.0,BDC,周期流向,三级运输,调高,常规,北京市,北京市,厢式运输车,BC,业务区,1,常规订单,23866.0,23926.0,90.0,54.0,1185.0,23609.016667,23842.133333,97.233333,68.383333,403
54.9,重货,普通,计划,2,非续签,4,1,2652,B,7.6,7.0,BDC,周期流向,三级运输,调高,常规,北京市,北京市,厢式运输车,BC,业务区,1,常规订单,52843.0,52963.0,80.0,46.0,1357.0,52718.816667,52964.116667,94.45,2589.55,403
241.0,速运,普通,计划,72,已分拨续签,14,16,1188,B,9.6,14.0,DIR,周期流向,二级运输,调高,常规,河南省,河南省,厢式运输车,B,分拨区,5,常规订单,32932.0,33682.0,220.0,41.0,1690.983333,32875.0,33025.566667,111.316667,0.2,1569
2544.0,速运,普通,计划,62,已分拨续签,12,20,10223,B,15.0,30.0,DIR,周期流向,一级运输,调高,常规,陕西省,新疆维吾尔自治区,厢式运输车,B,分拨区,4,常规订单,8625.0,8685.0,2750.0,66.0,1855.0,7338.0,8693.083333,48.933333,1.016667,10639
45.0,速运,普通,计划,86,已分拨续签,18,17,31,B,5.2,3.0,DIR,人工,二级运输,未调整,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,48075.0,48105.0,60.0,17.0,2849.45,47996.566667,48035.416667,3.016667,0.033333,257
241.0,速运,普通,计划,79,已分拨续签,14,16,1405,B,9.6,14.0,DIR,周期流向,二级运输,未调整,常规,河南省,河南省,厢式运输车,B,分拨区,5,常规订单,40108.0,40168.0,214.0,41.0,1475.4,40080.316667,40167.55,3.383333,0.05,984
241.0,速运,普通,计划,79,已分拨续签,14,16,1405,B,9.6,14.0,DIR,周期流向,二级运输,未调整,常规,河南省,河南省,厢式运输车,B,分拨区,5,常规订单,27148.0,27208.0,214.0,41.0,1475.4,27060.95,27210.95,2.116667,0.05,984
54.9,重货,普通,计划,3,非续签,4,1,1319,B,7.6,7.0,BDC,人工,三级运输,调高,常规,北京市,北京市,厢式运输车,BC,业务区,1,常规订单,24024.0,24224.0,115.0,46.0,11185.0,23470.35,24155.3,226.866667,0.283333,421
241.0,速运,普通,计划,72,已分拨续签,14,16,1113,B,9.6,14.0,DIR,周期流向,二级运输,调高,常规,河南省,河南省,厢式运输车,B,分拨区,5,紧急订单,24946.0,24956.0,243.0,41.0,1767.95,24468.366667,24487.083333,288.466667,0.166667,1301
241.0,重货,区域发运,临时,83,非续签,15,16,2,B,9.6,14.0,BDC,单边,二级运输,调高,紧急,河南省,河南省,厢式运输车,B,分拨区,5,特急订单,303.0,543.0,225.0,41.0,301.0,60.016667,201.15,9.416667,0.05,1085
2544.0,速运,普通,计划,58,已分拨续签,12,20,730,B,15.0,30.0,DIR,周期流向,一级运输,调高,常规,陕西省,新疆维吾尔自治区,厢式运输车,B,分拨区,4,常规订单,49002.0,49062.0,2690.0,257.0,2150.583333,49806.283333,50053.883333,19.966667,0.033333,12500
45.0,速运,普通,计划,89,已分拨续签,18,17,28,B,5.2,3.0,DIR,周期流向,二级运输,未调整,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,47767.0,47797.0,60.0,17.0,2852.65,47583.716667,47783.466667,3.9,0.05,257
55.22,重货,普通,计划,8,非续签,4,2,5734,B,7.6,7.0,BDC,周期流向,三级运输,调高,常规,北京市,北京市,厢式运输车,BC,业务区,1,常规订单,38643.0,38783.0,95.0,54.0,1202.0,37963.183333,38566.966667,147.166667,167.066667,395
241.0,速运,普通,计划,74,已分拨续签,14,16,6,B,9.6,14.0,DIR,人工,二级运输,调低,常规,河南省,河南省,厢式运输车,B,分拨区,5,常规订单,1993.0,2063.0,220.0,41.0,2874.483333,1836.183333,2066.466667,2.633333,0.05,1181
45.0,速运,普通,计划,89,已分拨续签,18,17,348,B,5.2,3.0,DIR,周期流向,二级运输,调低,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,10661.0,10691.0,60.0,17.0,2532.483333,10475.2,10684.983333,3.2,0.033333,280
45.0,速运,普通,计划,89,已分拨续签,18,17,1547,B,5.2,3.0,DIR,周期流向,二级运输,调低,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,52028.0,52058.0,60.0,17.0,1333.766667,51889.15,52023.2,5.966667,0.033333,284
45.0,速运,普通,计划,88,已分拨续签,18,17,36,B,5.2,3.0,DIR,周期流向,二级运输,调低,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,44603.0,44653.0,60.0,41.0,2844.25,44491.583333,44539.616667,3.466667,0.033333,282
144.0,重货,普通,计划,91,非续签,19,10,10,C,9.6,14.0,DIR,周期流向,二级运输,调高,常规,广东省,广东省,厢式运输车,C,分拨区,3,常规订单,48296.0,48356.0,146.0,85.0,5086.0,48019.25,48200.7,378.266667,2.916667,835
241.0,速运,普通,计划,78,已分拨续签,14,16,195,B,9.6,14.0,DIR,人工,二级运输,调低,常规,河南省,河南省,厢式运输车,B,分拨区,5,常规订单,8395.0,8465.0,220.0,41.0,2699.466667,8304.283333,8466.15,2.383333,0.083333,1181
36.0,速运,普通,计划,37,非续签,6,9,127,C,4.2,1.5,DIR,人工,三级运输,调低,常规,广东省,广东省,厢式运输车,C,业务区,2,常规订单,35990.0,36020.0,55.0,12.0,10678.0,35914.95,36016.1,2.333333,0.1,177
241.0,速运,普通,计划,78,已分拨续签,14,16,419,B,9.6,14.0,DIR,周期流向,二级运输,未调整,常规,河南省,河南省,厢式运输车,B,分拨区,5,常规订单,18676.0,18746.0,220.0,41.0,2461.783333,18645.7,18747.766667,3.883333,0.066667,999
241.0,速运,普通,计划,79,已分拨续签,14,16,1405,B,9.6,14.0,DIR,周期流向,二级运输,未调整,常规,河南省,河南省,厢式运输车,B,分拨区,5,常规订单,42988.0,43048.0,214.0,41.0,1475.4,42872.85,43051.633333,2.75,0.05,984
54.9,重货,普通,计划,15,非续签,4,3,5731,B,7.6,7.0,BDC,周期流向,三级运输,调高,常规,北京市,北京市,厢式运输车,BC,业务区,1,常规订单,46923.0,47043.0,85.0,28.0,1202.0,46784.533333,46960.316667,174.033333,163.316667,394
144.0,重货,普通,临时,91,非续签,19,10,79,C,9.6,14.0,BDC,单边,二级运输,未调整,常规,广东省,广东省,厢式运输车,BC,分拨区,3,常规订单,830.0,1040.0,146.0,85.0,820.0,808.1,1041.983333,377.433333,68.7,842
144.0,重货,普通,计划,91,已分拨续签,19,10,48,C,9.6,14.0,DIR,周期流向,二级运输,调高,常规,广东省,广东省,厢式运输车,C,分拨区,3,常规订单,43854.0,43884.0,146.0,85.0,2832.25,43216.966667,43879.466667,97.2,0.05,835
45.0,速运,普通,计划,86,已分拨续签,18,17,30,B,5.2,3.0,DIR,人工,二级运输,未调整,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,52392.0,52422.0,60.0,17.0,2850.833333,52273.666667,52388.05,1.55,0.033333,257
45.0,速运,普通,计划,85,已分拨续签,18,17,1437,B,5.2,3.0,DIR,人工,二级运输,未调整,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,17808.0,17838.0,55.0,17.0,1443.75,17644.083333,17745.9,2.25,0.033333,257
144.0,重货,普通,临时,93,非续签,19,10,186,C,9.6,14.0,BDC,单边,二级运输,调高,紧急,广东省,广东省,厢式运输车,BC,分拨区,3,特急订单,296.0,356.0,150.0,85.0,111.0,272.233333,363.4,616.383333,0.05,701
45.0,速运,普通,计划,85,已分拨续签,18,17,1165,B,5.2,3.0,DIR,人工,二级运输,调低,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,40857.0,40887.0,55.0,17.0,1715.25,40620.6,40684.916667,2.133333,0.05,257
241.0,重货,普通,计划,83,已分拨续签,15,16,191,B,9.6,14.0,DIR,人工,二级运输,调低,常规,河南省,河南省,厢式运输车,B,分拨区,5,常规订单,34156.0,34396.0,225.0,41.0,2689.05,33854.616667,34386.033333,3.483333,0.083333,1347
45.0,速运,普通,计划,89,已分拨续签,18,17,1546,B,5.2,3.0,DIR,周期流向,二级运输,调低,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,47708.0,47738.0,60.0,17.0,1334.133333,47528.25,47725.983333,4.333333,0.033333,284
241.0,速运,普通,计划,74,已分拨续签,14,16,37,B,9.6,14.0,DIR,周期流向,二级运输,调低,常规,河南省,河南省,厢式运输车,B,分拨区,5,常规订单,54111.0,54181.0,220.0,41.0,2843.483333,53940.5,54185.116667,3.316667,0.033333,999
45.0,速运,普通,计划,85,已分拨续签,18,17,934,B,5.2,3.0,DIR,人工,二级运输,调低,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,48327.0,48357.0,55.0,17.0,1946.233333,48086.266667,48240.116667,1.2,0.016667,280
241.0,速运,普通,计划,72,已分拨续签,14,16,224,B,9.6,14.0,DIR,人工,二级运输,调高,常规,河南省,河南省,厢式运输车,B,分拨区,5,常规订单,21871.0,22331.0,220.0,41.0,2655.783333,21671.933333,21946.05,5.616667,0.066667,1551
54.91,重货,普通,计划,7,非续签,4,2,2882,B,7.6,7.0,BDC,周期流向,三级运输,调高,常规,北京市,北京市,厢式运输车,BC,业务区,1,常规订单,46916.0,46976.0,90.0,54.0,1125.0,46472.15,46725.0,274.233333,153.466667,403
45.0,速运,普通,计划,85,已分拨续签,18,17,162,B,5.2,3.0,DIR,人工,二级运输,调低,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,20792.0,20822.0,55.0,17.0,2717.2,20608.216667,20772.116667,1.75,1.566667,257
45.0,速运,普通,计划,86,已分拨续签,18,17,11442,B,5.2,3.0,DIR,人工,二级运输,调低,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,22420.0,22450.0,60.0,41.0,2117.0,22286.366667,22399.116667,3.85,0.75,284
241.0,速运,普通,计划,79,已分拨续签,14,16,202,B,9.6,14.0,DIR,人工,二级运输,调低,常规,河南省,河南省,厢式运输车,B,分拨区,5,常规订单,32968.0,33028.0,220.0,41.0,2678.9,32927.1,33031.116667,5.0,0.05,1172
241.0,重货,普通,临时,81,非续签,15,16,68,C,9.6,14.0,BDC,单边,二级运输,调高,非常紧急,河南省,河南省,厢式运输车,BC,分拨区,5,特急订单,243.0,903.0,225.0,41.0,175.0,147.45,466.283333,4.233333,62.633333,1559
45.0,速运,普通,计划,86,已分拨续签,18,17,6,B,5.2,3.0,DIR,人工,二级运输,调低,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,25114.0,25144.0,60.0,17.0,2874.75,25034.266667,25141.75,3.616667,0.033333,284
54.9,重货,普通,计划,15,非续签,4,3,4,B,7.6,7.0,BDC,人工,三级运输,调高,常规,北京市,北京市,厢式运输车,BC,业务区,1,常规订单,22637.0,22727.0,85.0,28.0,524.0,22360.133333,22721.633333,39.2,0.1,394
241.0,重货,普通,计划,83,非续签,15,16,18,B,9.6,14.0,DIR,周期往返,二级运输,调低,常规,河南省,河南省,厢式运输车,B,分拨区,5,常规订单,27218.0,27338.0,225.0,41.0,2180.0,26971.35,27338.2,3.0,0.333333,1051
144.0,重货,普通,计划,91,已分拨续签,19,10,48,B,9.6,14.0,DIR,人工,二级运输,调高,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,8159.0,8219.0,146.0,85.0,2832.516667,7732.816667,7769.916667,258.433333,0.033333,835
144.0,重货,普通,计划,93,已分拨续签,19,10,7447,C,9.6,14.0,DIR,周期流向,二级运输,调高,常规,广东省,广东省,厢式运输车,C,分拨区,3,常规订单,29725.0,29755.0,150.0,85.0,7903.0,29159.95,29745.866667,51.666667,0.933333,835
45.0,速运,普通,计划,85,已分拨续签,18,17,10107,B,5.2,3.0,DIR,人工,二级运输,调低,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,42242.0,42272.0,55.0,41.0,3325.0,42037.583333,42100.283333,3.166667,0.883333,284
54.9,重货,普通,临时,16,非续签,4,3,70,B,7.6,7.0,BDC,单边,三级运输,调高,非常紧急,北京市,北京市,厢式运输车,BC,业务区,1,特急订单,176.0,256.0,85.0,28.0,107.0,105.233333,239.683333,20.733333,0.05,394
2544.0,速运,普通,临时,62,非续签,12,20,2546,C,15.0,30.0,BDC,周期流向,一级运输,调高,常规,陕西省,新疆维吾尔自治区,厢式运输车,BC,分拨区,4,常规订单,31642.0,31702.0,2750.0,66.0,6056.0,31718.033333,31939.866667,7.5,8.616667,10405
241.0,重货,普通,临时,81,非续签,15,16,538,B,9.6,14.0,BDC,人工,二级运输,未调整,常规,河南省,河南省,厢式运输车,BC,分拨区,5,常规订单,31999.0,32659.0,225.0,41.0,1731.0,31926.916667,32363.616667,214.666667,274.85,1262
54.9,重货,普通,计划,2,非续签,4,1,1795,B,7.6,7.0,BDC,人工,三级运输,调高,常规,北京市,北京市,厢式运输车,BC,业务区,1,常规订单,30822.0,30912.0,90.0,46.0,2213.0,30643.116667,30904.1,1491.45,0.1,368
45.0,速运,普通,计划,88,已分拨续签,18,17,3,B,5.2,3.0,DIR,周期流向,二级运输,调低,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,52102.0,52132.0,60.0,17.0,2877.733333,51958.2,52023.983333,3.033333,94.15,284
33.0,速运,普通,计划,26,已分拨续签,5,9,18,B,4.2,1.5,DIR,人工,三级运输,未调整,常规,广东省,广东省,厢式运输车,B,业务区,2,常规订单,19115.0,19230.0,60.0,12.0,2862.666667,19052.466667,19220.233333,1.9,0.033333,127
2544.0,速运,普通,计划,56,已分拨续签,12,20,1220,B,15.0,30.0,DIR,周期流向,一级运输,调高,常规,陕西省,新疆维吾尔自治区,厢式运输车,B,分拨区,4,常规订单,46881.0,46921.0,2690.0,86.0,1660.05,46542.183333,46915.783333,22.783333,0.033333,10139
45.0,速运,普通,计划,89,已分拨续签,18,17,151,B,5.2,3.0,DIR,周期流向,二级运输,未调整,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,27739.0,27769.0,60.0,17.0,2729.316667,27568.416667,27759.683333,4.55,0.05,257
45.0,速运,普通,计划,86,已分拨续签,18,17,365,B,5.2,3.0,DIR,人工,二级运输,调低,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,44099.0,44129.0,60.0,17.0,2515.533333,43998.8,44122.816667,2.683333,0.016667,280
54.9,重货,普通,计划,3,非续签,4,1,1318,B,7.6,7.0,BDC,周期流向,三级运输,调高,常规,北京市,北京市,厢式运输车,BC,业务区,1,常规订单,29844.0,29984.0,115.0,46.0,6926.0,29740.216667,29936.716667,28425.333333,0.133333,394
45.0,速运,普通,计划,85,已分拨续签,18,17,1157,B,5.2,3.0,DIR,人工,二级运输,调低,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,22051.0,22081.0,55.0,17.0,1722.566667,21918.95,21999.133333,11.533333,0.116667,257
144.0,重货,普通,计划,93,已分拨续签,19,10,2,C,9.6,14.0,DIR,周期流向,二级运输,未调整,常规,广东省,广东省,厢式运输车,C,分拨区,3,常规订单,45698.0,45728.0,150.0,85.0,2878.2,45211.4,45715.283333,77.216667,0.05,1023
45.0,速运,普通,计划,85,已分拨续签,18,17,2638,B,5.2,3.0,DIR,周期流向,二级运输,调低,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,29179.0,29209.0,55.0,17.0,242.733333,29093.016667,29207.383333,2.633333,0.033333,284
2544.0,速运,普通,计划,63,已分拨续签,12,20,788,B,15.0,30.0,DIR,单边,一级运输,调高,常规,陕西省,新疆维吾尔自治区,厢式运输车,B,分拨区,4,常规订单,23458.0,23518.0,2750.0,66.0,2092.283333,22435.283333,23256.033333,153.3,0.05,10618
241.0,速运,普通,计划,72,非续签,14,16,1283,B,9.6,14.0,DIR,周期流向,二级运输,调高,常规,河南省,河南省,厢式运输车,B,分拨区,5,特急订单,46228.0,46798.0,243.0,41.0,6065.0,46196.483333,46377.933333,2.633333,0.216667,1292
241.0,速运,普通,计划,72,已分拨续签,14,16,170,B,9.6,14.0,DIR,人工,二级运输,调高,常规,河南省,河南省,厢式运输车,B,分拨区,5,常规订单,22971.0,23721.0,220.0,41.0,2710.683333,22930.05,23185.2,130.9,0.15,1559
45.0,速运,普通,计划,86,已分拨续签,18,17,28,B,5.2,3.0,DIR,周期流向,二级运输,调低,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,36785.0,36815.0,60.0,41.0,2852.466667,36738.433333,36811.983333,4.033333,0.016667,282
45.0,速运,普通,计划,89,已分拨续签,18,17,150,B,5.2,3.0,DIR,周期流向,二级运输,未调整,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,16219.0,16249.0,60.0,17.0,2730.816667,16039.666667,16210.2,3.316667,0.05,257
144.0,重货,普通,计划,96,已分拨续签,19,10,27788,C,9.6,14.0,DIR,人工,二级运输,调高,常规,广东省,广东省,厢式运输车,C,分拨区,3,常规订单,5658.0,5838.0,150.0,85.0,1332.0,5314.733333,5452.916667,676.516667,0.5,942
241.0,速运,普通,计划,78,已分拨续签,14,16,419,B,9.6,14.0,DIR,周期流向,二级运输,未调整,常规,河南省,河南省,厢式运输车,B,分拨区,5,常规订单,24436.0,24506.0,220.0,41.0,2461.783333,24403.466667,24503.75,2.516667,0.066667,999
241.0,重货,普通,计划,81,非续签,15,16,380,B,9.6,14.0,DIR,周期流向,二级运输,调低,常规,河南省,河南省,厢式运输车,B,分拨区,5,常规订单,5937.0,6597.0,225.0,41.0,1236.0,5817.033333,6108.133333,48.5,0.683333,1377
55.22,重货,普通,临时,8,非续签,4,2,105,B,7.6,7.0,BDC,单边,三级运输,调高,非常紧急,北京市,北京市,厢式运输车,BC,业务区,1,特急订单,71.0,106.0,51.0,54.0,65.85,28.316667,105.45,1020.833333,63.666667,405
45.0,速运,普通,计划,86,非续签,18,17,23,B,5.2,3.0,DIR,人工,二级运输,调低,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,22387.0,22417.0,60.0,41.0,2085.0,22179.65,22305.5,3.0,0.583333,282
45.0,速运,普通,计划,86,已分拨续签,18,17,30,B,5.2,3.0,DIR,人工,二级运输,未调整,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,42314.0,42344.0,60.0,17.0,2850.066667,42234.283333,42342.033333,2.866667,0.033333,257
45.0,速运,普通,计划,90,已分拨续签,18,17,26,B,5.2,3.0,DIR,周期流向,二级运输,调低,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,26450.0,26480.0,60.0,41.0,2854.666667,26413.366667,26452.5,5.5,0.016667,282
45.0,速运,普通,计划,86,已分拨续签,18,17,365,B,5.2,3.0,DIR,人工,二级运输,调低,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,13860.0,13890.0,60.0,17.0,2515.633333,13774.883333,13833.1,2.95,0.05,280
45.0,速运,普通,计划,85,已分拨续签,18,17,162,B,5.2,3.0,DIR,人工,二级运输,调低,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,19352.0,19382.0,55.0,17.0,2717.2,19171.916667,19328.633333,4.866667,1.566667,257
144.0,重货,普通,计划,93,已分拨续签,19,10,4,C,9.6,14.0,DIR,周期流向,二级运输,调高,常规,广东省,广东省,厢式运输车,C,分拨区,3,常规订单,26647.0,26947.0,150.0,85.0,2876.516667,26400.666667,26701.483333,856.616667,0.283333,875
54.91,重货,普通,计划,7,非续签,4,2,1800,B,7.6,7.0,BDC,周期流向,三级运输,调高,常规,北京市,北京市,厢式运输车,BC,业务区,1,常规订单,30852.0,30912.0,90.0,54.0,2214.0,30521.1,30905.25,54.25,2.666667,369
2544.0,速运,普通,计划,63,已分拨续签,12,20,1164,B,15.0,30.0,DIR,单边,一级运输,调高,常规,陕西省,新疆维吾尔自治区,厢式运输车,B,分拨区,4,常规订单,8784.0,8844.0,2750.0,66.0,1715.883333,8147.766667,8355.483333,66.45,0.033333,12720
45.0,速运,普通,计划,86,已分拨续签,18,17,158,B,5.2,3.0,DIR,人工,二级运输,未调整,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,49669.0,49699.0,60.0,17.0,2722.7,49465.4,49545.75,2.75,0.033333,257
54.9,重货,普通,计划,15,非续签,4,3,5731,B,7.6,7.0,BDC,周期流向,三级运输,调高,常规,北京市,北京市,厢式运输车,BC,业务区,1,常规订单,54123.0,54243.0,85.0,28.0,1202.0,53897.616667,54239.55,78.466667,163.583333,394
45.0,速运,普通,计划,85,已分拨续签,18,17,10250,B,5.2,3.0,DIR,人工,二级运输,调低,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,29283.0,29313.0,55.0,41.0,3177.0,29191.583333,29246.416667,3.933333,1593.533333,284
45.0,速运,普通,计划,85,已分拨续签,18,17,34,B,5.2,3.0,DIR,人工,二级运输,未调整,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,24939.0,24969.0,55.0,17.0,2846.633333,24773.766667,24941.4,10.433333,0.05,257
45.0,速运,普通,计划,89,已分拨续签,18,17,711,B,5.2,3.0,DIR,周期流向,二级运输,调低,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,26206.0,26236.0,60.0,41.0,2169.05,26160.8,26205.183333,3.85,2894.683333,284
144.0,重货,普通,计划,91,已分拨续签,19,10,45,B,9.6,14.0,DIR,人工,二级运输,调高,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,18233.0,18293.0,146.0,85.0,2835.466667,17414.083333,17644.7,692.466667,0.033333,835
45.0,速运,普通,计划,89,已分拨续签,18,17,150,B,5.2,3.0,DIR,周期流向,二级运输,未调整,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,19099.0,19129.0,60.0,17.0,2730.816667,18875.966667,19116.883333,3.666667,0.05,257
45.0,速运,普通,计划,88,已分拨续签,18,17,35,B,5.2,3.0,DIR,周期流向,二级运输,调低,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,34543.0,34573.0,60.0,41.0,2845.316667,34282.55,34451.5,2.516667,0.033333,282
36.0,速运,普通,计划,37,非续签,6,9,1,C,4.2,1.5,BDC,人工,三级运输,调低,常规,广东省,广东省,厢式运输车,BC,业务区,2,常规订单,25750.0,25780.0,55.0,12.0,14964.0,25684.95,25776.483333,3.1,0.3,190
54.9,重货,普通,计划,2,非续签,4,1,1,B,7.6,7.0,BDC,人工,三级运输,调高,常规,北京市,北京市,厢式运输车,B,业务区,1,常规订单,48308.0,48428.0,90.0,46.0,6907.0,47736.8,48236.733333,258.1,0.9,394
45.0,速运,普通,计划,88,已分拨续签,18,17,733,B,5.2,3.0,DIR,周期流向,二级运输,调低,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,24695.0,24745.0,60.0,41.0,2147.966667,24601.566667,24728.233333,3.166667,2896.4,284
33.0,速运,普通,计划,27,已分拨续签,5,9,194,B,4.2,1.5,DIR,周期流向,三级运输,未调整,常规,广东省,广东省,厢式运输车,B,业务区,2,常规订单,20341.0,20376.0,55.0,12.0,2685.783333,20218.966667,20369.783333,3.016667,0.033333,111
2500.0,速运,普通,计划,58,已分拨续签,12,20,1221,B,15.0,30.0,DIR,周期流向,一级运输,调高,常规,陕西省,新疆维吾尔自治区,厢式运输车,B,分拨区,4,常规订单,35207.0,35267.0,2881.0,66.0,1658.85,34908.133333,35272.183333,12.45,0.033333,10922
45.0,速运,普通,计划,86,已分拨续签,18,17,25,B,5.2,3.0,DIR,人工,二级运输,调低,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,42394.0,42424.0,60.0,17.0,2855.583333,42306.25,42412.216667,2.433333,0.033333,284
45.0,速运,普通,计划,86,已分拨续签,18,17,30,B,5.2,3.0,DIR,人工,二级运输,未调整,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,40874.0,40904.0,60.0,17.0,2850.066667,40798.0,40849.083333,2.183333,0.033333,257
241.0,速运,普通,计划,72,非续签,14,16,16,B,9.6,14.0,DIR,人工,二级运输,调高,常规,河南省,河南省,厢式运输车,B,分拨区,5,常规订单,20316.0,20946.0,220.0,41.0,140.0,20230.066667,20553.783333,4.05,1.416667,1398
45.0,速运,普通,计划,85,已分拨续签,18,17,162,B,5.2,3.0,DIR,人工,二级运输,未调整,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,49587.0,49617.0,55.0,17.0,2717.75,49481.15,49554.633333,5.033333,0.05,257
36.0,速运,普通,计划,40,已分拨续签,6,9,9,C,4.2,1.5,DIR,人工,三级运输,调低,常规,广东省,广东省,厢式运输车,C,业务区,2,常规订单,23239.0,23369.0,60.0,12.0,2871.266667,23155.066667,23297.783333,2.2,0.033333,179
36.0,速运,普通,临时,39,非续签,6,9,310,C,4.2,1.5,BDC,周期往返,三级运输,未调整,常规,广东省,广东省,厢式运输车,BC,业务区,2,常规订单,24563.0,24583.0,60.0,12.0,21783.0,24527.666667,24580.1,52.0,0.283333,180
